colonne,min_fin_fenetre,id_joueur,date_match,moment,mean,std,skewness,kurtosis,RMS,IQR,Q10,Q25,median,Q75,Q90,prop_sup_seuil
NormeGradGyro,45,joueur_89,match_20221023,MT1,3.75729,3.74602,2.48352,9.96291,5.30565,10.5868,0.700895,1.3258,2.4842,4.93641,8.5617,
ACC X,15,joueur_89,match_20221023,MT2,0.0171486,0.462738,-0.606138,8.00719,0.463055,1.39356,-0.475465,-0.218005,0.0115345,0.279119,0.515639,
ACC Y,15,joueur_89,match_20221023,MT2,-1.14057,1.2037,-0.530467,0.32366,1.65825,4.24005,-2.83687,-1.61376,-1.24735,-0.170774,0.400506,
ACC Z,15,joueur_89,match_20221023,MT2,-0.514035,0.429179,-0.726163,3.29385,0.669646,1.34674,-1.07245,-0.734525,-0.45005,-0.237749,-0.0313783,
GYRO X,15,joueur_89,match_20221023,MT2,-0.154932,35.18,0.272074,13.0635,35.1803,101.724,-34.9178,-13.3589,0.22519,13.8019,33.2012,
GYRO Y,15,joueur_89,match_20221023,MT2,1.48831,68.3446,-0.00819598,2.13253,68.3608,234.212,-82.8962,-28.6701,1.50683,31.4885,86.0121,
GYRO Z,15,joueur_89,match_20221023,MT2,-4.04944,44.5796,0.0522076,5.91881,44.7631,134.696,-51.6989,-23.2046,-2.63584,13.5977,41.5505,
NormeGradAcc,15,joueur_89,match_20221023,MT2,0.0802102,0.0787657,1.24081,0.857012,0.112418,0.24269,0.00683284,0.0190302,0.0512183,0.119632,0.206286,0.17753501400560223
NormeGradGyro,15,joueur_89,match_20221023,MT2,4.31781,4.12628,2.11429,8.35223,5.9724,11.964,0.581776,1.40597,3.00398,6.06397,9.8294,
ACC X,15,joueur_06,match_20221028,MT1,-0.00846829,0.305784,0.199255,6.66192,0.305901,0.894134,-0.333357,-0.177403,-0.00867372,0.156242,0.310904,
ACC Y,15,joueur_06,match_20221028,MT1,-0.898792,0.805983,-0.861638,1.93183,1.20724,2.86141,-2.00291,-1.12738,-0.889432,-0.413832,0.0971352,
ACC Z,15,joueur_06,match_20221028,MT1,-0.429414,0.40362,-1.20448,2.49731,0.589326,1.32787,-1.01572,-0.58658,-0.342805,-0.181504,-0.0129014,
GYRO X,15,joueur_06,match_20221028,MT1,1.04544,47.9234,0.326627,4.30394,47.9348,151.023,-51.2279,-22.996,0.479945,23.2499,53.1666,
GYRO Y,15,joueur_06,match_20221028,MT1,1.5782,88.1427,0.0957343,1.83926,88.1569,294.426,-103.722,-42.6282,0.707679,44.0324,108.768,
GYRO Z,15,joueur_06,match_20221028,MT1,3.27982,58.523,0.0788429,2.79218,58.6148,191.188,-63.6437,-25.2574,2.66593,31.1929,71.2107,
NormeGradAcc,15,joueur_06,match_20221028,MT1,0.0548424,0.0580418,1.53184,2.48012,0.0798533,0.171844,0.00492757,0.0115279,0.0311985,0.0825511,0.14362,0.22513071895424835
NormeGradGyro,15,joueur_06,match_20221028,MT1,5.89528,5.34456,1.71804,4.25774,7.9573,15.7763,0.963153,1.89687,4.26785,8.3521,13.0679,
ACC X,30,joueur_06,match_20221028,MT1,-0.00104307,0.305293,0.471661,12.3719,0.305295,0.855674,-0.306681,-0.164274,-0.0103141,0.15387,0.309932,
ACC Y,30,joueur_06,match_20221028,MT1,-0.881517,0.698598,-0.603133,1.52153,1.12477,2.52492,-1.769,-1.13122,-0.878831,-0.553923,0.0363202,
ACC Z,30,joueur_06,match_20221028,MT1,-0.451399,0.40618,-1.08206,2.16598,0.607242,1.32778,-1.01855,-0.62945,-0.367228,-0.189929,-0.0352988,
GYRO X,30,joueur_06,match_20221028,MT1,0.806604,45.7002,0.157011,6.96604,45.7073,138.352,-45.8823,-21.6493,-0.151606,21.5688,49.6061,
GYRO Y,30,joueur_06,match_20221028,MT1,1.6242,84.8418,0.0447101,2.26311,84.8574,285.891,-98.3769,-38.3833,1.31896,39.9235,103.147,
GYRO Z,30,joueur_06,match_20221028,MT1,1.97493,58.2868,-0.33124,5.07099,58.3202,187.246,-61.4267,-26.0411,3.22767,30.3644,66.2956,
NormeGradAcc,30,joueur_06,match_20221028,MT1,0.0478862,0.0502083,1.70281,3.01543,0.0693827,0.150663,0.00632851,0.0125859,0.0277566,0.066878,0.124796,0.1773996265172736
NormeGradGyro,30,joueur_06,match_20221028,MT1,5.30949,5.12692,2.4412,9.18747,7.38078,14.4753,1.06916,1.89683,3.64586,7.05681,11.4641,
ACC X,45,joueur_06,match_20221028,MT1,0.00695815,0.252722,0.650054,7.74932,0.252818,0.73676,-0.263363,-0.132169,0.00208514,0.13854,0.276271,
ACC Y,45,joueur_06,match_20221028,MT1,-0.915054,0.589714,-0.517166,2.44733,1.08862,2.22608,-1.55271,-1.07433,-0.925673,-0.731487,-0.117259,
ACC Z,45,joueur_06,match_20221028,MT1,-0.395647,0.343402,-1.42867,3.20042,0.52389,1.13237,-0.858236,-0.511962,-0.318438,-0.186072,-0.0678475,
GYRO X,45,joueur_06,match_20221028,MT1,1.43766,37.5431,0.209718,4.6916,37.5706,118.359,-38.4533,-16.5699,1.01821,18.1359,41.4078,
GYRO Y,45,joueur_06,match_20221028,MT1,-0.770538,72.9397,-0.158259,3.08045,72.9438,246.522,-86.9784,-32.8945,0.665618,32.848,80.4149,
GYRO Z,45,joueur_06,match_20221028,MT1,1.37119,48.7031,-0.326104,4.52954,48.7224,159.5,-51.4833,-20.8135,2.09152,24.3089,53.1286,
NormeGradAcc,45,joueur_06,match_20221028,MT1,0.0369653,0.0439476,1.94996,4.03232,0.0574267,0.133698,0.00341549,0.0076112,0.0193348,0.0481734,0.103169,0.12436507936507936
NormeGradGyro,45,joueur_06,match_20221028,MT1,4.11408,4.18292,2.40366,9.55752,5.86707,11.9825,0.674381,1.33617,2.68238,5.50735,9.38494,
ACC X,15,joueur_06,match_20221028,MT2,0.0690157,0.299764,0.271491,5.50836,0.307606,0.877799,-0.249358,-0.110447,0.0668878,0.224758,0.387745,
ACC Y,15,joueur_06,match_20221028,MT2,-0.882077,0.730025,-0.754237,2.08191,1.14499,2.65187,-1.82469,-1.05994,-0.899764,-0.532648,0.060213,
ACC Z,15,joueur_06,match_20221028,MT2,-0.439444,0.402743,-1.25039,2.66685,0.596081,1.33206,-1.01749,-0.579403,-0.352577,-0.201732,-0.0376032,
GYRO X,15,joueur_06,match_20221028,MT2,1.07802,46.3698,0.265371,5.95028,46.3823,144.357,-46.9774,-20.7305,0.676278,21.0932,50.2456,
GYRO Y,15,joueur_06,match_20221028,MT2,1.35452,82.5329,-0.052858,2.39367,82.544,278.935,-98.0793,-36.4193,2.18242,40.4118,98.2529,
GYRO Z,15,joueur_06,match_20221028,MT2,2.77154,57.7939,0.211622,4.76285,57.8603,185.511,-60.5209,-22.8744,1.94614,27.8241,64.7153,
NormeGradAcc,15,joueur_06,match_20221028,MT2,0.0480414,0.0544878,1.56904,2.35465,0.0726423,0.161947,0.00307801,0.00822474,0.0250237,0.0722381,0.133115,0.1981185807656396
NormeGradGyro,15,joueur_06,match_20221028,MT2,5.13245,5.16157,2.02203,6.54046,7.279,14.8536,0.621862,1.42572,3.38953,7.33242,11.89,
ACC X,30,joueur_06,match_20221028,MT2,0.0872296,0.265419,0.20754,8.20025,0.279386,0.769013,-0.187741,-0.0462841,0.0972016,0.198076,0.34765,
ACC Y,30,joueur_06,match_20221028,MT2,-0.912734,0.589997,-0.648985,3.25928,1.08682,2.20961,-1.48079,-1.05221,-0.92157,-0.736565,-0.138043,
ACC Z,30,joueur_06,match_20221028,MT2,-0.390253,0.360288,-1.52441,5.06362,0.531135,1.1779,-0.850223,-0.490468,-0.312621,-0.189114,-0.0595809,
GYRO X,30,joueur_06,match_20221028,MT2,1.26355,42.4909,0.0803599,10.5378,42.5097,126.078,-39.2743,-16.3467,1.13776,17.8308,42.2096,
GYRO Y,30,joueur_06,match_20221028,MT2,1.32213,77.4297,-0.288578,4.17604,77.441,263.035,-80.8205,-25.0292,1.76163,31.3206,85.2473,
GYRO Z,30,joueur_06,match_20221028,MT2,1.92123,50.7569,-0.0408514,5.05932,50.7933,164.197,-48.3322,-19.3747,2.35051,23.89,51.0583,
NormeGradAcc,30,joueur_06,match_20221028,MT2,0.0373954,0.0472297,1.99644,4.34691,0.0602417,0.143333,0.00158688,0.00629137,0.0187499,0.0459347,0.110583,0.13567226890756304
NormeGradGyro,30,joueur_06,match_20221028,MT2,4.46162,5.19936,2.51297,9.28196,6.85123,14.8459,0.367246,1.14331,2.62998,5.83228,11.0899,
ACC X,45,joueur_06,match_20221028,MT2,0.0905864,0.252984,0.543766,6.90015,0.268713,0.737561,-0.192666,-0.054264,0.0917574,0.224516,0.353687,
ACC Y,45,joueur_06,match_20221028,MT2,-0.907914,0.57595,-0.557711,3.85157,1.07519,2.17543,-1.42337,-1.03221,-0.92946,-0.779431,-0.135969,
ACC Z,45,joueur_06,match_20221028,MT2,-0.374955,0.331864,-1.37256,3.81255,0.500724,1.09019,-0.821539,-0.475771,-0.304318,-0.181756,-0.0681703,
GYRO X,45,joueur_06,match_20221028,MT2,1.52934,39.5552,0.110845,6.8447,39.5847,121.852,-38.5211,-15.8964,1.11099,17.7823,42.126,
GYRO Y,45,joueur_06,match_20221028,MT2,-0.127714,75.6602,-0.310402,3.43387,75.6604,261.967,-85.656,-26.0934,1.55488,29.9031,84.3062,
GYRO Z,45,joueur_06,match_20221028,MT2,1.43114,48.0451,-0.180164,5.23405,48.0664,154.096,-46.7845,-18.5492,1.73914,22.1851,49.4178,
NormeGradAcc,45,joueur_06,match_20221028,MT2,0.0334906,0.0447758,2.24744,6.36388,0.0559151,0.133444,0.00180322,0.00517957,0.0145331,0.0413552,0.0992936,0.11528944911297853
NormeGradGyro,45,joueur_06,match_20221028,MT2,3.92548,4.54741,2.37622,7.9615,6.00736,13.0578,0.397413,1.00881,2.20318,5.17329,9.93942,
ACC X,15,joueur_09,match_20221028,MT1,0.0572863,0.330482,0.560984,6.60828,0.33541,0.956243,-0.291964,-0.127514,0.0463087,0.231392,0.399331,
ACC Y,15,joueur_09,match_20221028,MT1,-0.891585,0.608811,-0.398304,2.02823,1.07962,2.24964,-1.52859,-1.13539,-0.904099,-0.627502,-0.0906228,
ACC Z,15,joueur_09,match_20221028,MT1,-0.440176,0.392444,-1.11555,4.56574,0.589717,1.22726,-0.970688,-0.59315,-0.346456,-0.21474,-0.0782055,
GYRO X,15,joueur_09,match_20221028,MT1,1.88179,48.2309,0.723148,14.5296,48.2676,137.638,-43.7313,-18.9717,1.30044,22.0735,47.7803,
GYRO Y,15,joueur_09,match_20221028,MT1,1.65623,83.0753,-0.111451,2.81931,83.0918,273.513,-92.7723,-39.5325,2.14115,43.6224,96.7519,
GYRO Z,15,joueur_09,match_20221028,MT1,1.54192,55.7684,-0.176526,3.52721,55.7897,182.136,-58.159,-25.4369,1.7848,29.5042,61.2919,
NormeGradAcc,15,joueur_09,match_20221028,MT1,0.043383,0.0473871,1.94268,4.21335,0.0642466,0.145269,0.00586208,0.0121334,0.0255523,0.0536974,0.11576,0.18430905695611577
NormeGradGyro,15,joueur_09,match_20221028,MT1,5.66983,6.03287,2.54823,9.68708,8.27903,17.3079,1.13802,1.91041,3.41562,7.21916,13.2938,
ACC X,30,joueur_09,match_20221028,MT1,0.072192,0.316315,0.329663,7.38719,0.324449,0.916522,-0.265094,-0.101533,0.0636995,0.241249,0.39925,
ACC Y,30,joueur_09,match_20221028,MT1,-0.890019,0.589613,-0.32168,2.10561,1.0676,2.18895,-1.49281,-1.11909,-0.911701,-0.64891,-0.118751,
ACC Z,30,joueur_09,match_20221028,MT1,-0.433552,0.374903,-1.15076,2.75413,0.573166,1.20654,-0.953465,-0.58463,-0.342925,-0.206822,-0.0734796,
GYRO X,30,joueur_09,match_20221028,MT1,2.03748,46.0164,0.298684,8.42353,46.0615,138.401,-42.4564,-17.8001,1.41427,20.9389,46.8912,
GYRO Y,30,joueur_09,match_20221028,MT1,2.63445,79.8512,0.101652,2.55337,79.8946,264.123,-86.084,-38.0225,0.955442,41.9269,95.5524,
GYRO Z,30,joueur_09,match_20221028,MT1,2.46464,55.5815,0.223701,4.32475,55.6362,182.319,-54.4385,-23.902,1.33036,28.1085,61.6575,
NormeGradAcc,30,joueur_09,match_20221028,MT1,0.040535,0.0441536,1.88784,3.7128,0.0599385,0.137082,0.00497348,0.0108318,0.0241527,0.0517147,0.10651,0.16750700280112044
NormeGradGyro,30,joueur_09,match_20221028,MT1,5.30595,5.56066,2.29649,7.09601,7.68597,16.1189,1.00864,1.75478,3.19516,6.86569,12.6338,
ACC X,45,joueur_09,match_20221028,MT1,0.0440768,0.297939,0.51585,6.32813,0.301181,0.876068,-0.280075,-0.124141,0.0379762,0.202403,0.357701,
ACC Y,45,joueur_09,match_20221028,MT1,-0.876971,0.598513,-0.202453,1.5566,1.06174,2.21218,-1.5275,-1.14328,-0.900431,-0.612979,-0.0647282,
ACC Z,45,joueur_09,match_20221028,MT1,-0.445195,0.38537,-1.03956,2.49925,0.58882,1.21041,-0.972852,-0.63186,-0.349175,-0.204799,-0.0774417,
GYRO X,45,joueur_09,match_20221028,MT1,2.29889,44.172,0.392716,6.11509,44.2318,139.109,-42.2986,-17.6755,1.71027,20.6567,47.2729,
GYRO Y,45,joueur_09,match_20221028,MT1,1.57184,77.0208,0.0220493,2.71084,77.0368,252.931,-86.3819,-37.9566,1.80881,40.0457,89.6989,
GYRO Z,45,joueur_09,match_20221028,MT1,1.43774,53.3275,0.0404232,2.78254,53.3469,180.21,-56.6304,-25.4075,1.4542,28.14,59.2673,
NormeGradAcc,45,joueur_09,match_20221028,MT1,0.041101,0.0434368,1.88957,3.95453,0.0598001,0.133543,0.00566468,0.0115986,0.0251389,0.0533895,0.105223,0.1692250233426704
NormeGradGyro,45,joueur_09,match_20221028,MT1,5.08239,5.2018,2.24115,6.76019,7.27251,15.1453,1.02957,1.73283,3.08861,6.65055,12.0088,
ACC X,15,joueur_09,match_20221028,MT2,0.0183988,0.307463,0.106375,4.36881,0.308013,0.910081,-0.316488,-0.154157,0.0189123,0.189325,0.341287,
ACC Y,15,joueur_09,match_20221028,MT2,-0.879845,0.609894,-0.346242,1.92021,1.07056,2.2666,-1.54449,-1.09378,-0.908795,-0.629125,-0.0723739,
ACC Z,15,joueur_09,match_20221028,MT2,-0.464835,0.399388,-1.17594,3.42243,0.612848,1.27616,-1.00917,-0.62394,-0.370886,-0.234928,-0.0835466,
GYRO X,15,joueur_09,match_20221028,MT2,1.43555,45.1521,0.11215,6.04384,45.1749,140.05,-44.8605,-18.7675,1.06717,21.0319,47.9768,
GYRO Y,15,joueur_09,match_20221028,MT2,1.83467,77.2465,-0.015486,1.93385,77.2683,257.911,-89.5482,-38.8041,1.52049,41.7449,93.2484,
GYRO Z,15,joueur_09,match_20221028,MT2,2.14762,59.1502,-0.0652824,3.06598,59.1892,198.1,-60.8167,-25.4014,1.56471,29.419,68.4235,
NormeGradAcc,15,joueur_09,match_20221028,MT2,0.0421668,0.0469769,1.81002,3.79622,0.0631258,0.14389,0.00346948,0.00900478,0.0243604,0.0574451,0.112605,0.1842483660130719
NormeGradGyro,15,joueur_09,match_20221028,MT2,5.20576,5.33417,2.14708,6.58444,7.45341,15.5967,0.780127,1.64839,3.27257,7.06034,12.1706,
ACC X,30,joueur_09,match_20221028,MT2,0.0113237,0.283358,0.850846,9.18549,0.283584,0.816084,-0.284659,-0.146794,0.00192672,0.152394,0.300516,
ACC Y,30,joueur_09,match_20221028,MT2,-0.864672,0.554511,-0.0602892,3.23344,1.0272,2.00289,-1.36533,-1.06064,-0.904673,-0.686235,-0.152886,
ACC Z,30,joueur_09,match_20221028,MT2,-0.419702,0.379258,-0.288834,4.81105,0.565673,1.12775,-0.881599,-0.561627,-0.365155,-0.236141,-0.102271,
GYRO X,30,joueur_09,match_20221028,MT2,2.05857,41.4935,0.196178,7.32636,41.5446,123.343,-39.0478,-15.9818,1.61474,19.4931,42.8171,
GYRO Y,30,joueur_09,match_20221028,MT2,2.04639,67.0593,0.0237668,4.53536,67.0905,216.671,-72.2473,-28.7608,2.07111,33.1996,74.173,
GYRO Z,30,joueur_09,match_20221028,MT2,2.25036,48.2598,-0.063462,5.05859,48.3122,153.187,-44.948,-19.3826,1.63921,24.2519,49.8327,
NormeGradAcc,30,joueur_09,match_20221028,MT2,0.0333988,0.0425109,2.40075,7.09988,0.0540616,0.128378,0.00288633,0.007064,0.0177844,0.0384244,0.0914751,0.12943043884220354
NormeGradGyro,30,joueur_09,match_20221028,MT2,4.18226,4.84672,2.83268,11.9486,6.40171,13.6616,0.668975,1.33218,2.44203,5.01383,10.2517,
ACC X,45,joueur_09,match_20221028,MT2,0.0237524,0.313456,0.0636039,11.0678,0.314355,0.859118,-0.304354,-0.138932,0.0284592,0.183621,0.326483,
ACC Y,45,joueur_09,match_20221028,MT2,-0.878379,0.525222,-0.109038,3.06522,1.02343,1.91699,-1.34478,-1.03847,-0.917984,-0.742251,-0.193447,
ACC Z,45,joueur_09,match_20221028,MT2,-0.428078,0.359331,-1.27707,5.01157,0.5589,1.11566,-0.911232,-0.536177,-0.342738,-0.235814,-0.125768,
GYRO X,45,joueur_09,match_20221028,MT2,1.80862,41.0692,0.227424,9.0771,41.109,119.847,-38.3353,-15.6583,1.85428,18.3283,41.1776,
GYRO Y,45,joueur_09,match_20221028,MT2,1.74717,71.4694,0.0252881,2.96708,71.4908,235.893,-80.6689,-32.5308,1.4455,35.8982,82.8151,
GYRO Z,45,joueur_09,match_20221028,MT2,2.0228,51.9863,-0.0120452,5.86997,52.0257,164.621,-47.2389,-20.0173,1.71666,24.5449,52.2852,
NormeGradAcc,45,joueur_09,match_20221028,MT2,0.0331891,0.0436161,2.29631,5.93412,0.0548076,0.132265,0.00240333,0.00630923,0.0161689,0.0382857,0.0948954,0.13375816993464051
NormeGradGyro,45,joueur_09,match_20221028,MT2,4.27778,5.091,2.58462,8.81463,6.64964,14.7465,0.580452,1.27413,2.40318,5.0493,10.8784,
ACC X,15,joueur_12,match_20221028,MT1,-0.0706554,0.375885,0.281051,9.11471,0.382468,1.10269,-0.447417,-0.262035,-0.0736044,0.117959,0.325174,
ACC Y,15,joueur_12,match_20221028,MT1,-0.903813,0.752244,-0.267797,0.365165,1.1759,2.66184,-2.00038,-1.22358,-0.917538,-0.496081,0.146143,
ACC Z,15,joueur_12,match_20221028,MT1,-0.415767,0.325074,-1.07354,4.54332,0.527765,0.96183,-0.83024,-0.576343,-0.354229,-0.215317,-0.0986759,
GYRO X,15,joueur_12,match_20221028,MT1,-0.841399,42.6191,0.202355,10.6823,42.6274,121.909,-40.8023,-19.0548,-1.16857,16.4071,39.807,
GYRO Y,15,joueur_12,match_20221028,MT1,5.65684,92.2776,-0.0704994,2.17323,92.4508,301.851,-107.317,-41.9801,5.4194,55.7286,117.846,
GYRO Z,15,joueur_12,match_20221028,MT1,0.820219,63.5358,-0.0683311,4.94553,63.5411,204.064,-65.8107,-25.9305,-0.273558,27.0166,71.0985,
NormeGradAcc,15,joueur_12,match_20221028,MT1,0.0544885,0.0534255,1.52779,2.93973,0.0763104,0.158637,0.00655833,0.0144326,0.0339805,0.081131,0.134756,0.22019607843137254
NormeGradGyro,15,joueur_12,match_20221028,MT1,6.08801,5.9237,2.5702,12.1512,8.49435,16.2281,1.06812,2.01191,4.24699,8.44327,12.9828,
ACC X,30,joueur_12,match_20221028,MT1,-0.0778428,0.315683,0.114448,7.38192,0.325139,0.9223,-0.411832,-0.247294,-0.0803902,0.0906255,0.267137,
ACC Y,30,joueur_12,match_20221028,MT1,-0.923316,0.667238,-0.172031,0.872539,1.13917,2.47802,-1.83528,-1.20456,-0.92332,-0.621942,0.0382113,
ACC Z,30,joueur_12,match_20221028,MT1,-0.3884,0.293124,-1.30779,5.05611,0.486597,0.883298,-0.77376,-0.523771,-0.328215,-0.205163,-0.102777,
GYRO X,30,joueur_12,match_20221028,MT1,-0.484847,36.0577,0.506069,10.3548,36.061,105.665,-37.0311,-17.8111,-0.479566,15.8393,36.0532,
GYRO Y,30,joueur_12,match_20221028,MT1,3.08462,85.6691,-0.0580955,1.8638,85.7246,288.73,-102.396,-39.9536,3.2858,47.5118,107.959,
GYRO Z,30,joueur_12,match_20221028,MT1,-0.226236,52.1609,-0.14954,4.93502,52.1614,173.868,-55.2952,-23.3901,-0.946068,22.9248,56.8238,
NormeGradAcc,30,joueur_12,match_20221028,MT1,0.0459813,0.0450667,1.49754,2.05873,0.0643839,0.137821,0.00699746,0.0131659,0.0270499,0.0675737,0.114585,0.16622315592903827
NormeGradGyro,30,joueur_12,match_20221028,MT1,4.98815,4.59117,2.50017,12.7343,6.77942,12.7505,1.0982,1.84429,3.41853,6.89557,10.7818,
ACC X,45,joueur_12,match_20221028,MT1,-0.0667457,0.328269,-0.141579,6.55982,0.334985,0.989087,-0.415505,-0.240346,-0.0726147,0.104773,0.307194,
ACC Y,45,joueur_12,match_20221028,MT1,-0.907312,0.694837,-0.205078,0.602776,1.14281,2.5016,-1.89533,-1.19386,-0.933186,-0.564779,0.0974411,
ACC Z,45,joueur_12,match_20221028,MT1,-0.391552,0.305202,-0.982982,7.08442,0.496449,0.915543,-0.791769,-0.533293,-0.325133,-0.205426,-0.103663,
GYRO X,45,joueur_12,match_20221028,MT1,0.100508,37.4459,0.492338,9.66684,37.4461,109.323,-36.0884,-16.2231,-0.672416,15.067,36.4732,
GYRO Y,45,joueur_12,match_20221028,MT1,3.85201,85.5341,-0.092036,1.45906,85.6208,288.511,-101.478,-39.2469,3.975,48.6282,109.096,
GYRO Z,45,joueur_12,match_20221028,MT1,0.452163,54.0939,-0.0404182,4.25998,54.0958,183.206,-57.666,-21.9224,-0.618579,22.3061,62.0107,
NormeGradAcc,45,joueur_12,match_20221028,MT1,0.0468559,0.0464859,1.38862,2.09233,0.0660031,0.140209,0.00462413,0.0111436,0.0280777,0.0722521,0.116783,0.17821661998132587
NormeGradGyro,45,joueur_12,match_20221028,MT1,4.84512,4.62282,2.22108,9.06319,6.69669,12.9564,0.781464,1.56174,3.34373,6.86907,10.6875,
ACC X,15,joueur_12,match_20221028,MT2,0.0457449,0.312695,0.0561854,4.60323,0.316024,0.986967,-0.327925,-0.112639,0.0633429,0.208382,0.362156,
ACC Y,15,joueur_12,match_20221028,MT2,-0.900954,0.674155,-0.376098,0.929067,1.12526,2.55706,-1.82789,-1.10844,-0.920555,-0.636493,0.0610369,
ACC Z,15,joueur_12,match_20221028,MT2,0.390764,0.289462,1.15251,3.57765,0.486297,0.914492,0.101714,0.21585,0.332927,0.508047,0.792075,
GYRO X,15,joueur_12,match_20221028,MT2,-2.58191,36.5283,-0.203025,6.46023,36.6195,114.406,-41.4169,-18.5479,-2.49431,14.3105,36.0462,
GYRO Y,15,joueur_12,match_20221028,MT2,3.9558,83.8632,-0.0440787,6.67511,83.9564,281.904,-98.7399,-32.8679,4.26769,41.8894,102.099,
GYRO Z,15,joueur_12,match_20221028,MT2,1.08804,56.2692,0.121217,4.6226,56.2797,191.572,-57.1811,-21.232,0.0546734,22.1873,62.7088,
NormeGradAcc,15,joueur_12,match_20221028,MT2,0.0438412,0.0495487,1.48648,1.73733,0.0661599,0.150633,0.00249611,0.00788613,0.0216118,0.0658162,0.122655,0.18002801120448178
NormeGradGyro,15,joueur_12,match_20221028,MT2,5.10544,5.43768,3.38488,42.3968,7.45881,14.8568,0.53895,1.30858,3.04816,7.70231,12.2408,
ACC X,30,joueur_12,match_20221028,MT2,0.0511325,0.308923,0.346738,8.00161,0.313126,0.934182,-0.276006,-0.0900265,0.0628362,0.189466,0.331154,
ACC Y,30,joueur_12,match_20221028,MT2,-0.902122,0.608247,-0.318575,1.59291,1.08802,2.36892,-1.63144,-1.07241,-0.917549,-0.736756,-0.0721317,
ACC Z,30,joueur_12,match_20221028,MT2,0.387033,0.28046,1.41518,6.65234,0.477967,0.916028,0.125093,0.23679,0.337653,0.470189,0.759131,
GYRO X,30,joueur_12,match_20221028,MT2,-1.60374,35.848,0.100894,14.0234,35.8839,102.84,-35.8272,-16.5577,-1.74568,13.6134,32.4717,
GYRO Y,30,joueur_12,match_20221028,MT2,3.2603,78.7861,0.141866,3.73829,78.8535,258.378,-91.2607,-31.1021,3.4207,37.4055,92.6264,
GYRO Z,30,joueur_12,match_20221028,MT2,0.648572,51.9065,0.294007,5.81836,51.9105,169.552,-51.2711,-19.1959,0.538743,19.6691,51.2994,
NormeGradAcc,30,joueur_12,match_20221028,MT2,0.0383792,0.0474009,1.74324,2.77669,0.0609903,0.142829,0.00264292,0.00631703,0.0164504,0.0556556,0.112058,0.14943977591036414
NormeGradGyro,30,joueur_12,match_20221028,MT2,4.40843,5.15706,2.74473,12.4683,6.7845,13.9099,0.568677,1.15212,2.38548,6.10354,10.7334,
ACC X,15,joueur_18,match_20221028,MT1,-0.0777107,0.351085,0.0567332,3.91838,0.359583,1.06221,-0.45735,-0.279328,-0.0679955,0.116962,0.30405,
ACC Y,15,joueur_18,match_20221028,MT1,-0.92693,0.804987,-0.394866,0.358789,1.22768,2.84463,-2.0813,-1.24063,-0.937053,-0.475645,0.176249,
ACC Z,15,joueur_18,match_20221028,MT1,-0.38131,0.341367,-1.03524,3.02243,0.51179,1.05605,-0.839112,-0.568678,-0.313068,-0.159557,-0.0204292,
GYRO X,15,joueur_18,match_20221028,MT1,0.904509,42.2358,0.30091,7.52524,42.2455,129.795,-42.8644,-18.813,0.100415,19.7035,44.914,
GYRO Y,15,joueur_18,match_20221028,MT1,1.16643,87.2562,-0.134611,1.6425,87.264,295.116,-108.505,-41.1781,2.16157,47.9989,104.562,
GYRO Z,15,joueur_18,match_20221028,MT1,1.2349,57.514,-0.0808436,3.90895,57.5272,183.228,-61.5467,-24.6409,0.877264,27.5678,65.1234,
NormeGradAcc,15,joueur_18,match_20221028,MT1,0.0548637,0.0535524,1.30487,1.19895,0.0766674,0.162659,0.00582599,0.0140371,0.0339434,0.08287,0.138993,0.21399159663865547
NormeGradGyro,15,joueur_18,match_20221028,MT1,5.95269,5.54374,1.90408,5.62535,8.13435,15.9938,1.02705,1.95833,4.0657,8.43981,13.4374,
ACC X,30,joueur_18,match_20221028,MT1,-0.0485937,0.350133,0.109686,10.1366,0.353489,1.04444,-0.432094,-0.233304,-0.033103,0.146451,0.327665,
ACC Y,30,joueur_18,match_20221028,MT1,-0.842476,0.770132,-0.318443,0.560611,1.14143,2.61937,-1.90728,-1.22428,-0.879622,-0.186853,0.154576,
ACC Z,30,joueur_18,match_20221028,MT1,-0.308762,0.485474,0.626653,2.865,0.575342,1.99655,-0.835525,-0.573491,-0.308089,-0.126573,0.0821333,
GYRO X,30,joueur_18,match_20221028,MT1,-0.270576,37.3576,-0.0273684,5.57677,37.3586,117.009,-40.0469,-18.7059,-0.489305,17.3449,40.7575,
GYRO Y,30,joueur_18,match_20221028,MT1,0.722548,76.3929,-0.196861,1.76998,76.3963,262.184,-92.4801,-35.9907,1.30679,40.6148,92.5169,
